id,date,hour,station_id,aqi,main_pollutant,co,co_avg8,co_avg24,co_iaqi,no2,no2_avg8,no2_avg24,no2_iaqi,so2,so2_avg8,so2_avg24,so2_iaqi,o3,o3_avg8,o3_avg24,o3_iaqi,pm10,pm10_avg8,pm10_avg24,pm10_iaqi,pm25,pm25_avg8,pm25_avg24,pm25_iaqi,data_source,create_date,miss_data,this_id
23472,2014/2/11,18,110000002,NULL,NULL,1700,NULL,2000,17,96,NULL,55,48,82,NULL,56,28,21,NULL,59,19,116,NULL,57,54,110,NULL,58,79,2,59:02.2,1,1558
23473,2014/2/11,19,110000002,NULL,NULL,1700,NULL,2000,17,96,NULL,57,48,89,NULL,56,30,19,NULL,59,19,122,NULL,61,56,122,NULL,62,83,2,59:02.2,1,1559
23474,2014/2/11,20,110000002,NULL,NULL,1700,NULL,2000,17,85,NULL,57,43,72,NULL,55,24,27,NULL,59,19,119,NULL,64,57,114,NULL,65,87,2,59:02.2,1,1560
23475,2014/2/11,21,110000002,NULL,NULL,2100,NULL,2000,21,94,NULL,58,47,71,NULL,52,24,13,NULL,59,19,142,NULL,67,59,134,NULL,68,91,2,59:02.2,1,1561
23476,2014/2/11,22,110000002,NULL,NULL,2300,NULL,2000,23,91,NULL,59,46,67,NULL,52,23,9,NULL,59,19,134,NULL,70,60,134,NULL,71,95,2,59:02.2,1,1562
23477,2014/2/11,23,110000002,NULL,NULL,2200,NULL,2000,23,91,NULL,61,46,59,NULL,53,20,6,NULL,59,19,114,NULL,73,62,118,NULL,74,98,2,59:02.2,1,1563
23478,2014/2/12,0,110000002,NULL,NULL,2300,NULL,2000,23,91,NULL,63,46,59,NULL,55,20,6,NULL,59,19,117,NULL,76,63,121,NULL,77,102,2,59:02.2,1,1564
23479,2014/2/12,1,110000002,NULL,NULL,2300,NULL,2000,23,88,NULL,65,44,52,NULL,55,18,7,NULL,59,19,110,NULL,78,64,117,NULL,79,105,2,59:02.2,1,1565
23480,2014/2/12,2,110000002,NULL,NULL,2000,NULL,2000,20,81,NULL,69,41,52,NULL,56,NULL,8,NULL,59,19,93,NULL,83,67,102,NULL,84,112,2,59:02.2,1so2,1566
23481,2014/2/12,3,110000002,NULL,NULL,2000,NULL,2000,20,81,NULL,69,41,50.5,NULL,56,NULL,8,NULL,59,19,93,NULL,83,67,102,NULL,84,112,2,59:02.2,1so2,1567
23482,2014/2/12,4,110000002,NULL,NULL,1950,NULL,2000,NULL,75,NULL,71,38,49,NULL,57,17,8,NULL,59,19,89,NULL,86,68,97,NULL,87,115,2,59:02.2,1co,1568
23483,2014/2/12,5,110000002,NULL,NULL,1900,NULL,2000,19,71,NULL,73,36,46,NULL,58,16,12,NULL,59,19,82,NULL,88,69,90,NULL,89,117,2,59:02.2,1o3,1569
23484,2014/2/12,6,110000002,NULL,NULL,1600,NULL,2000,16,70,NULL,73,NULL,40,NULL,59,14,16,NULL,59,19,74,NULL,89,70,85,NULL,91,120,2,59:02.2,1no2,1570
23485,2014/2/12,7,110000002,NULL,NULL,2700,NULL,2000,27,69,NULL,73,35,38,NULL,59,13,7,NULL,59,19,88,NULL,91,71,86,NULL,92,122,2,59:02.2,1,1571
23486,2014/2/12,8,110000002,NULL,NULL,3700,NULL,2000,37,76,NULL,74,38,38,NULL,59,13,6,NULL,59,19,126,NULL,94,72,109,NULL,95,125,2,59:02.2,1,1572
23487,2014/2/12,9,110000002,NULL,NULL,3000,NULL,2000,30,74,NULL,74,37,38,NULL,58,13,4,NULL,59,19,145,NULL,98,74,123,NULL,98,129,2,59:02.2,1,1573
23488,2014/2/12,10,110000002,NULL,NULL,4100,NULL,2000,41,84,NULL,76,42,73,NULL,59,25,8,NULL,59,19,181,NULL,103,77,146,NULL,102,133,2,59:02.2,1,1574
23489,2014/2/12,11,110000002,NULL,NULL,4600,NULL,3000,46,100,NULL,78,50,111,NULL,62,37,10,NULL,59,19,210,NULL,109,80,192,NULL,107,140,2,59:02.2,1,1575
23490,2014/2/12,12,110000002,NULL,NULL,4300,NULL,3000,43,103,NULL,80,52,125,NULL,64,42,15,NULL,59,19,221,NULL,115,83,200,NULL,112,147,2,59:02.2,1,1576
23491,2014/2/12,13,110000002,NULL,NULL,1600,NULL,3000,16,49,NULL,79,25,59,NULL,64,20,48,NULL,59,19,79,NULL,116,83,104,NULL,113,148,2,59:02.2,1,1577
23492,2014/2/12,14,110000002,NULL,NULL,700,NULL,3000,7,25,NULL,78,13,29,NULL,62,10,66,NULL,67,21,22,NULL,113,82,41,NULL,112,146,2,59:02.2,1,1578
23493,2014/2/12,15,110000002,NULL,NULL,500,NULL,3000,5,25,NULL,77,13,28,NULL,61,10,70,NULL,70,22,26,NULL,112,81,33,NULL,111,144,2,59:02.2,1,1579
23494,2014/2/12,16,110000002,NULL,NULL,500,NULL,3000,5,28,NULL,76,14,32,NULL,60,11,69,NULL,70,22,40,NULL,110,80,35,NULL,109,142,2,59:02.2,1,1580
23495,2014/2/12,17,110000002,NULL,NULL,500,NULL,3000,5,31,NULL,74,16,31,NULL,58,11,66,NULL,70,22,40,NULL,108,79,35,NULL,107,139,2,59:02.2,1,1581
23496,2014/2/12,18,110000002,NULL,NULL,1200,NULL,3000,12,84,NULL,72,42,57,NULL,55,19,21,NULL,70,22,91,NULL,104,77,74,NULL,102,133,2,59:02.2,1,1582
23497,2014/2/12,19,110000002,NULL,NULL,1200,NULL,3000,12,84,NULL,72,42,57,NULL,55,19,21,NULL,70,22,91,NULL,104,77,74,NULL,102,133,2,59:02.2,1,1583
23498,2014/2/12,20,110000002,NULL,NULL,2000,NULL,3000,20,102,NULL,73,51,88,NULL,55,30,10,NULL,70,22,150,NULL,105,78,129,NULL,102,134,2,59:02.2,1,1584
23499,2014/2/12,21,110000002,NULL,NULL,2100,NULL,3000,21,90,NULL,72,45,68,NULL,55,23,22,NULL,70,22,151,NULL,105,78,147,NULL,103,135,2,59:02.2,1,1585
23500,2014/2/12,22,110000002,NULL,NULL,2600,NULL,3000,26,100,NULL,73,50,70,NULL,55,24,10,NULL,70,22,157,NULL,106,78,155,NULL,104,136,2,59:02.2,1,1586
23501,2014/2/12,23,110000002,NULL,NULL,2100,NULL,3000,21,77,NULL,72,39,56,NULL,55,19,14,NULL,70,22,119,NULL,107,79,126,NULL,104,136,2,59:02.2,1,1587
23502,2014/2/13,0,110000002,NULL,NULL,2000,NULL,3000,20,69,NULL,71,35,51,NULL,55,17,18,NULL,70,22,113,NULL,106,78,121,NULL,104,136,2,59:02.2,1,1588
23503,2014/2/13,1,110000002,NULL,NULL,2500,NULL,3000,25,76,NULL,71,38,54,NULL,55,18,13,NULL,70,22,139,NULL,108,79,138,NULL,105,137,2,59:02.2,1,1589
23504,2014/2/13,2,110000002,NULL,NULL,3800,NULL,3000,38,94,NULL,71,47,79,NULL,56,27,6,NULL,70,22,240,NULL,113,82,198,NULL,109,142,2,59:02.2,1,1590
23505,2014/2/13,3,110000002,NULL,NULL,3000,NULL,3000,30,75,NULL,71,38,77,NULL,56,NULL,11,NULL,70,22,190,NULL,117,84,179,NULL,112,146,2,59:02.2,1so2,1591
23506,2014/2/13,4,110000002,NULL,NULL,2600,NULL,3000,NULL,62,NULL,70,31,75,NULL,57,25,19,NULL,70,22,159,NULL,120,85,163,NULL,114,149,2,59:02.2,1co,1592
23507,2014/2/13,5,110000002,NULL,NULL,2200,NULL,3000,23,58,NULL,70,29,82,NULL,59,28,19.5,NULL,70,22,145,NULL,123,87,156,NULL,117,153,2,59:02.2,1o3,1593
23508,2014/2/13,6,110000002,NULL,NULL,2000,NULL,3000,20,63.5,NULL,70,NULL,84,NULL,61,28,20,NULL,70,22,143,NULL,126,88,154,NULL,120,157,2,59:02.2,1no2,1594
23509,2014/2/13,7,110000002,NULL,NULL,2100,NULL,3000,21,69,NULL,70,35,84,NULL,63,28,17,NULL,70,22,143,NULL,128,89,149,NULL,123,161,2,59:02.2,1,1595
23510,2014/2/13,8,110000002,NULL,NULL,2300,NULL,3000,23,61,NULL,69,31,70,NULL,64,24,23,NULL,70,22,132,NULL,128,89,144,NULL,124,163,2,59:02.2,1,1596
23511,2014/2/13,9,110000002,NULL,NULL,2300,NULL,3000,23,65,NULL,69,33,69,NULL,65,23,21,NULL,70,22,144,NULL,128,89,144,NULL,125,164,2,59:02.2,1,1597
23512,2014/2/13,10,110000002,NULL,NULL,2500,NULL,3000,25,67,NULL,68,34,91,NULL,66,31,18,NULL,70,22,156,NULL,127,89,159,NULL,126,165,2,59:02.2,1,1598
23513,2014/2/13,11,110000002,NULL,NULL,2800,NULL,2000,28,69,NULL,67,35,116,NULL,67,39,18,NULL,70,22,175,NULL,126,88,165,NULL,124,163,2,59:02.2,1,1599
23514,2014/2/13,12,110000002,NULL,NULL,3100,NULL,2000,31,64,NULL,65,32,96,NULL,65,32,20,NULL,70,22,173,NULL,124,87,172,NULL,123,162,2,59:02.2,1,1600
23515,2014/2/13,13,110000002,NULL,NULL,3400,NULL,2000,34,67,NULL,66,34,112,NULL,68,38,22,NULL,70,22,186,NULL,128,89,182,NULL,127,166,2,59:02.2,1,1601
23516,2014/2/13,14,110000002,NULL,NULL,3400,NULL,3000,34,68,NULL,68,34,121,NULL,72,41,24,NULL,70,22,188,NULL,135,93,187,NULL,133,175,2,59:02.2,1,1602
23517,2014/2/13,15,110000002,NULL,NULL,3200,NULL,3000,32,77,NULL,72,39,113,NULL,79,38,19,NULL,67,21,194,NULL,149,100,185,NULL,145,193,2,59:02.2,1,1603
23518,2014/2/13,16,110000002,NULL,NULL,3200,NULL,3000,32,77,NULL,72,39,113,NULL,79,38,19,NULL,67,21,194,NULL,149,100,185,NULL,145,193,2,59:02.2,1,1604
23519,2014/2/13,17,110000002,NULL,NULL,3300,NULL,3000,33,80,NULL,75,40,108,NULL,85,36,8,NULL,24,8,189,NULL,161,106,199,NULL,159,209,2,59:02.2,1,1605
23520,2014/2/13,18,110000002,NULL,NULL,3400,NULL,3000,34,84,NULL,75,42,138,NULL,88,46,4,NULL,24,8,193,NULL,165,108,205,NULL,164,214,2,59:02.2,1,1606
23521,2014/2/13,19,110000002,NULL,NULL,3400,NULL,3000,34,84,NULL,75,42,138,NULL,88,46,4,NULL,24,8,193,NULL,165,108,205,NULL,164,214,2,59:02.2,1,1607
23522,2014/2/13,20,110000002,NULL,NULL,4200,NULL,3000,42,95,NULL,75,48,112,NULL,92,38,3,NULL,24,8,233,NULL,172,111,230,NULL,171,221,2,59:02.2,1,1608
23523,2014/2/13,21,110000002,NULL,NULL,4200,NULL,3000,42,95,NULL,75,48,112,NULL,92,38,3,NULL,24,8,233,NULL,172,111,230,NULL,171,221,2,59:02.2,1,1609
23524,2014/2/13,22,110000002,NULL,NULL,3600,NULL,3000,36,88,NULL,74,44,146,NULL,95,49,3,NULL,24,8,203,NULL,174,112,203,NULL,173,223,2,59:02.2,1,1610
23525,2014/2/13,23,110000002,NULL,NULL,4600,NULL,4000,46,93,NULL,75,47,102,NULL,97,34,4,NULL,24,8,250,NULL,179,115,236,NULL,178,228,2,59:02.2,1,1611
23526,2014/2/14,0,110000002,NULL,NULL,4500,NULL,4000,45,92,NULL,76,46,84,NULL,98,28,4,NULL,24,8,251,NULL,185,118,236,NULL,183,233,2,59:02.2,1,1612
23527,2014/2/14,1,110000002,NULL,NULL,4400,NULL,4000,45,93,NULL,77,47,89,NULL,100,30,3,NULL,24,8,258,NULL,190,120,242,NULL,187,237,2,59:02.2,1,1613
23528,2014/2/14,2,110000002,NULL,NULL,5500,NULL,4000,55,95,NULL,77,48,79,NULL,100,27,5,NULL,24,8,270,NULL,191,121,262,NULL,190,240,2,59:02.2,1,1614
23529,2014/2/14,3,110000002,NULL,NULL,5500,NULL,4000,NULL,77,NULL,78,39,49,NULL,99,17,2,NULL,24,8,191,NULL,194,122,213,NULL,195,245,2,59:02.2,1co,1615
23530,2014/2/14,4,110000002,NULL,NULL,4150,NULL,4000,NULL,77,NULL,78,39,49,NULL,99,17,2,NULL,24,8,191,NULL,194,122,213,NULL,195,245,2,59:02.2,1co,1616
23531,2014/2/14,5,110000002,NULL,NULL,2800,NULL,4000,28,67,NULL,78,34,53,NULL,98,18,3,NULL,24,8,164,NULL,195,123,184,NULL,196,246,2,59:02.2,1o3,1617
23532,2014/2/14,6,110000002,NULL,NULL,3400,NULL,4000,34,70.5,NULL,78,NULL,49,NULL,96,17,4,NULL,24,8,182,NULL,197,124,192,NULL,198,248,2,59:02.2,1no2,1618
23533,2014/2/14,7,110000002,NULL,NULL,3100,NULL,4000,31,74,NULL,78,37,50,NULL,95,17,4,NULL,24,8,178,NULL,198,124,190,NULL,199,249,2,59:02.2,1,1619
23534,2014/2/14,8,110000002,NULL,NULL,2400,NULL,4000,24,59,NULL,78,30,43,NULL,93,15,9,NULL,24,8,153,NULL,199,125,170,NULL,200,250,2,59:02.2,1,1620
23535,2014/2/14,9,110000002,NULL,NULL,2400,NULL,4000,24,59,NULL,78,30,46,NULL,92,16,9,NULL,24,8,159,NULL,199,125,172,NULL,202,252,2,59:02.2,1,1621
23536,2014/2/14,10,110000002,NULL,NULL,3000,NULL,4000,30,59,NULL,78,30,68,NULL,91,23,10,NULL,24,8,181,NULL,201,126,188,NULL,203,253,2,59:02.2,1,1622
23537,2014/2/14,11,110000002,NULL,NULL,2800,NULL,4000,28,65,NULL,78,33,117,NULL,91,39,13,NULL,24,8,199,NULL,202,126,209,NULL,205,255,2,59:02.2,1,1623
23538,2014/2/14,12,110000002,NULL,NULL,2800,NULL,4000,28,73,NULL,78,37,124,NULL,93,42,18,NULL,24,8,210,NULL,203,127,216,NULL,207,257,2,59:02.2,1,1624
23539,2014/2/14,13,110000002,NULL,NULL,3000,NULL,4000,30,82,NULL,79,41,109,NULL,93,37,22,NULL,24,8,247,NULL,206,128,244,NULL,209,259,2,59:02.2,1,1625
23540,2014/2/14,14,110000002,NULL,NULL,2600,NULL,4000,26,79,NULL,79,40,108,NULL,92,36,28,NULL,29,9,230,NULL,207,129,230,NULL,211,261,2,59:02.2,1,1626
23541,2014/2/14,15,110000002,NULL,NULL,2300,NULL,4000,23,74,NULL,79,37,111,NULL,92,37,42,NULL,42,14,210,NULL,208,129,220,NULL,212,262,2,59:02.2,1,1627
23542,2014/2/14,16,110000002,NULL,NULL,2300,NULL,4000,23,74,NULL,79,37,112,NULL,92,38,50,NULL,50,16,219,NULL,209,130,228,NULL,214,264,2,59:02.2,1,1628
23543,2014/2/14,17,110000002,NULL,NULL,2300,NULL,4000,23,64,NULL,78,32,91,NULL,92,31,68,NULL,68,22,223,NULL,210,130,228,NULL,215,265,2,59:02.2,1,1629
23544,2014/2/14,18,110000002,NULL,NULL,2300,NULL,4000,23,68,NULL,78,34,96,NULL,91,32,72,NULL,73,23,234,NULL,212,131,238,NULL,217,267,2,59:02.2,1,1630
23545,2014/2/14,19,110000002,NULL,NULL,2500,NULL,4000,25,85,NULL,78,43,99,NULL,89,33,48,NULL,73,23,251,NULL,214,132,252,NULL,219,269,2,59:02.2,1,1631
23546,2014/2/14,20,110000002,NULL,NULL,2700,NULL,4000,27,99,NULL,78,50,92,NULL,88,31,28,NULL,73,23,263,NULL,216,133,268,NULL,221,271,2,59:02.2,1,1632
23547,2014/2/14,21,110000002,NULL,NULL,3100,NULL,4000,31,100,NULL,78,50,106,NULL,88,36,18,NULL,73,23,372,NULL,222,136,352,NULL,226,276,2,59:02.2,1,1633
23548,2014/2/14,22,110000002,NULL,NULL,3200,NULL,4000,32,83,NULL,78,42,93,NULL,86,31,19,NULL,73,23,342,NULL,228,139,330,NULL,231,281,2,59:02.2,1,1634
23549,2014/2/14,23,110000002,NULL,NULL,2900,NULL,4000,29,72,NULL,77,36,74,NULL,84,25,23,NULL,73,23,277,NULL,229,140,283,NULL,233,283,2,59:02.2,1,1635
23550,2014/2/15,0,110000002,NULL,NULL,3000,NULL,3000,30,75,NULL,77,38,74,NULL,84,25,22,NULL,73,23,250,NULL,229,140,260,NULL,234,284,2,59:02.2,1,1636
23551,2014/2/15,1,110000002,NULL,NULL,3700,NULL,3000,37,87,NULL,76,44,72,NULL,83,24,11,NULL,73,23,304,NULL,231,141,313,NULL,237,287,2,59:02.2,1,1637
23552,2014/2/15,2,110000002,NULL,NULL,3300,NULL,3000,33,80,NULL,76,40,67,NULL,83,23,11,NULL,73,23,266,NULL,231,141,287,NULL,238,288,2,59:02.2,1,1638
23553,2014/2/15,3,110000002,NULL,NULL,2900,NULL,3000,29,75,NULL,75,38,60.5,NULL,83,NULL,13,NULL,73,23,233,NULL,231,141,256,NULL,238,288,2,59:02.2,1so2,1639
23554,2014/2/15,4,110000002,NULL,NULL,2950,NULL,3000,NULL,78,NULL,75,39,54,NULL,83,18,12,NULL,73,23,229,NULL,232,141,250,NULL,240,290,2,59:02.2,1co,1640
23555,2014/2/15,5,110000002,NULL,NULL,3000,NULL,3000,30,84,NULL,76,42,58,NULL,83,20,8,NULL,73,23,232,NULL,235,143,257,NULL,243,293,2,59:02.2,1o3,1641
23556,2014/2/15,6,110000002,NULL,NULL,4000,NULL,3000,40,87,NULL,76,NULL,49,NULL,83,17,4,NULL,73,23,250,NULL,238,144,270,NULL,246,296,2,59:02.2,1no2,1642
23557,2014/2/15,7,110000002,NULL,NULL,3600,NULL,3000,36,90,NULL,77,45,50,NULL,83,17,2,NULL,73,23,254,NULL,241,146,272,NULL,250,300,2,59:02.2,1,1643
23558,2014/2/15,8,110000002,NULL,NULL,3600,NULL,3000,36,88,NULL,78,44,63,NULL,84,21,1,NULL,73,23,259,NULL,246,148,276,NULL,254,304,2,59:02.2,1,1644
23559,2014/2/15,9,110000002,NULL,NULL,3200,NULL,3000,32,85,NULL,79,43,76,NULL,85,26,2,NULL,73,23,261,NULL,250,150,278,NULL,258,308,2,59:02.2,1,1645
23560,2014/2/15,10,110000002,NULL,NULL,4900,NULL,3000,50,91,NULL,80,46,88,NULL,86,30,4,NULL,73,23,328,NULL,256,153,340,NULL,265,315,2,59:02.2,1,1646
23561,2014/2/15,11,110000002,NULL,NULL,3200,NULL,4000,32,82,NULL,81,41,94,NULL,85,32,10,NULL,73,23,269,NULL,259,155,290,NULL,268,318,2,59:02.2,1,1647
23562,2014/2/15,12,110000002,NULL,NULL,3600,NULL,4000,36,84,NULL,82,42,89,NULL,84,30,12,NULL,73,23,310,NULL,263,157,322,NULL,273,323,2,59:02.2,1,1648
23563,2014/2/15,13,110000002,NULL,NULL,3100,NULL,4000,31,77,NULL,81,39,135,NULL,85,45,30,NULL,73,23,311,NULL,266,158,324,NULL,276,326,2,59:02.2,1,1649
23564,2014/2/15,14,110000002,NULL,NULL,3500,NULL,4000,35,96,NULL,82,48,133,NULL,86,45,26,NULL,73,23,351,NULL,271,161,360,NULL,281,331,2,59:02.2,1,1650
23565,2014/2/15,15,110000002,NULL,NULL,3200,NULL,4000,32,80,NULL,82,40,159,NULL,88,52,45,NULL,73,23,332,NULL,276,163,356,NULL,287,337,2,59:02.2,1,1651
23566,2014/2/15,16,110000002,NULL,NULL,3100,NULL,4000,31,88,NULL,83,44,150,NULL,90,50,43,NULL,73,23,345,NULL,281,166,357,NULL,292,342,2,59:02.2,1,1652
23567,2014/2/15,17,110000002,NULL,NULL,3200,NULL,4000,32,102,NULL,85,51,162,NULL,93,52,36,NULL,73,23,361,NULL,287,169,376,NULL,299,349,2,59:02.2,1,1653
23568,2014/2/15,18,110000002,NULL,NULL,3400,NULL,4000,34,119,NULL,87,60,159,NULL,95,52,22,NULL,48,15,384,NULL,293,172,387,NULL,305,355,2,59:02.2,1,1654
23569,2014/2/15,19,110000002,NULL,NULL,3700,NULL,4000,37,125,NULL,89,63,139,NULL,97,47,10,NULL,46,15,419,NULL,300,175,412,NULL,311,361,2,59:02.2,1,1655
23570,2014/2/15,20,110000002,NULL,NULL,3800,NULL,4000,38,130,NULL,90,65,115,NULL,98,39,4,NULL,46,15,434,NULL,307,179,435,NULL,318,368,2,59:02.2,1,1656
23571,2014/2/15,21,110000002,NULL,NULL,4600,NULL,4000,46,128,NULL,91,64,119,NULL,99,40,4,NULL,46,15,435,NULL,310,180,450,NULL,323,373,2,59:02.2,1,1657
23572,2014/2/15,22,110000002,NULL,NULL,4200,NULL,4000,42,115,NULL,93,58,115,NULL,100,39,3,NULL,46,15,389,NULL,312,181,409,NULL,326,376,2,59:02.2,1,1658
23573,2014/2/15,23,110000002,NULL,NULL,3900,NULL,4000,39,100,NULL,94,50,112,NULL,101,38,9,NULL,46,15,366,NULL,316,183,390,NULL,330,380,2,59:02.2,1,1659
23574,2014/2/16,0,110000002,NULL,NULL,3900,NULL,4000,39,97,NULL,95,49,107,NULL,103,36,13,NULL,46,15,367,NULL,320,185,388,NULL,336,386,2,59:02.2,1,1660
23575,2014/2/16,1,110000002,NULL,NULL,4200,NULL,4000,42,100,NULL,95,50,102,NULL,104,34,9,NULL,46,15,374,NULL,323,187,388,NULL,339,389,2,59:02.2,1,1661
23576,2014/2/16,2,110000002,NULL,NULL,3800,NULL,4000,38,83,NULL,95,42,96,NULL,105,32,13,NULL,46,15,359,NULL,327,189,386,NULL,343,393,2,59:02.2,1,1662
23577,2014/2/16,3,110000002,NULL,NULL,3900,NULL,4000,39,82,NULL,96,41,94.5,NULL,105,NULL,13,NULL,46,15,357,NULL,332,191,379,NULL,348,398,2,59:02.2,1so2,1663
23578,2014/2/16,4,110000002,NULL,NULL,3550,NULL,4000,NULL,68,NULL,95,34,93,NULL,107,31,18,NULL,46,15,336,NULL,337,194,364,NULL,353,402,2,59:02.2,1co,1664
23579,2014/2/16,5,110000002,NULL,NULL,3200,NULL,4000,32,56,NULL,94,28,82,NULL,108,28,25,NULL,46,15,318,NULL,340,195,346,NULL,356,404,2,59:02.2,1o3,1665
23580,2014/2/16,6,110000002,NULL,NULL,3000,NULL,4000,30,53.5,NULL,94,NULL,86,NULL,110,29,32,NULL,46,15,293,NULL,342,196,332,NULL,359,406,2,59:02.2,1no2,1666
23581,2014/2/16,7,110000002,NULL,NULL,3000,NULL,4000,30,51,NULL,92,26,87,NULL,111,29,34,NULL,46,15,243,NULL,342,196,294,NULL,360,407,2,59:02.2,1,1667
23582,2014/2/16,8,110000002,NULL,NULL,4100,NULL,4000,41,75,NULL,92,38,74,NULL,112,25,15,NULL,46,15,267,NULL,342,196,297,NULL,361,407,2,59:02.2,1,1668
23583,2014/2/16,9,110000002,NULL,NULL,3800,NULL,4000,38,80,NULL,92,40,73,NULL,112,25,7,NULL,46,15,303,NULL,344,197,314,NULL,362,408,2,59:02.2,1,1669
23584,2014/2/16,10,110000002,NULL,NULL,6100,NULL,4000,61,93,NULL,92,47,112,NULL,113,38,9,NULL,46,15,328,NULL,344,197,353,NULL,363,409,2,59:02.2,1,1670
23585,2014/2/16,11,110000002,NULL,NULL,4000,NULL,4000,40,87,NULL,92,44,129,NULL,114,43,14,NULL,46,15,298,NULL,345,198,322,NULL,364,410,2,59:02.2,1,1671
23586,2014/2/16,12,110000002,NULL,NULL,3500,NULL,4000,35,89,NULL,92,45,125,NULL,116,42,29,NULL,46,15,281,NULL,344,197,311,NULL,364,409,2,59:02.2,1,1672
23587,2014/2/16,13,110000002,NULL,NULL,2200,NULL,4000,23,62,NULL,92,31,82,NULL,114,28,52,NULL,53,17,157,NULL,337,194,217,NULL,359,406,2,59:02.2,1,1673
23588,2014/2/16,14,110000002,NULL,NULL,1400,NULL,4000,14,43,NULL,89,22,55,NULL,110,19,75,NULL,75,24,85,NULL,326,188,143,NULL,350,400,2,59:02.2,1,1674
23589,2014/2/16,15,110000002,NULL,NULL,1200,NULL,4000,12,38,NULL,87,19,49,NULL,105,17,82,NULL,82,26,52,NULL,315,183,111,NULL,340,390,2,59:02.2,1,1675
23590,2014/2/16,16,110000002,NULL,NULL,1000,NULL,4000,10,36,NULL,85,18,44,NULL,101,15,86,NULL,86,27,59,NULL,303,177,106,NULL,330,380,2,59:02.2,1,1676
23591,2014/2/16,17,110000002,NULL,NULL,900,NULL,4000,9,39,NULL,82,20,33,NULL,95,11,81,NULL,86,27,37,NULL,289,170,93,NULL,318,368,2,59:02.2,1,1677
23592,2014/2/16,18,110000002,NULL,NULL,1300,NULL,4000,13,69,NULL,80,35,63,NULL,91,21,54,NULL,86,27,111,NULL,278,164,115,NULL,306,356,2,59:02.2,1,1678
23593,2014/2/16,19,110000002,NULL,NULL,2200,NULL,4000,23,84,NULL,78,42,87,NULL,89,29,49,NULL,86,27,187,NULL,268,159,203,NULL,298,348,2,59:02.2,1,1679
23594,2014/2/16,20,110000002,NULL,NULL,2400,NULL,4000,24,93,NULL,77,47,86,NULL,87,29,32,NULL,86,27,167,NULL,257,154,186,NULL,287,337,2,59:02.2,1,1680
23595,2014/2/16,21,110000002,NULL,NULL,3200,NULL,4000,32,103,NULL,76,52,99,NULL,87,33,20,NULL,86,27,218,NULL,248,149,225,NULL,278,328,2,59:02.2,1,1681
23596,2014/2/16,22,110000002,NULL,NULL,4200,NULL,4000,42,113,NULL,76,57,104,NULL,86,35,7,NULL,86,27,314,NULL,245,148,275,NULL,272,322,2,59:02.2,1,1682
23597,2014/2/16,23,110000002,NULL,NULL,3900,NULL,4000,39,101,NULL,76,51,105,NULL,86,35,8,NULL,86,27,283,NULL,241,146,299,NULL,269,319,2,59:02.2,1,1683
23598,2014/2/17,0,110000002,NULL,NULL,3700,NULL,3000,37,102,NULL,76,51,105,NULL,86,35,6,NULL,86,27,261,NULL,237,144,283,NULL,264,314,2,59:02.2,1,1684
23599,2014/2/17,1,110000002,NULL,NULL,3100,NULL,3000,31,95,NULL,76,48,106,NULL,86,36,8,NULL,86,27,210,NULL,230,140,247,NULL,258,308,2,59:02.2,1,1685
23600,2014/2/17,2,110000002,NULL,NULL,3600,NULL,3000,36,103,NULL,77,52,115,NULL,87,39,6,NULL,86,27,229,NULL,225,138,248,NULL,253,303,2,59:02.2,1,1686
23601,2014/2/17,3,110000002,NULL,NULL,3500,NULL,3000,35,101,NULL,77,51,100,NULL,87,NULL,6,NULL,86,27,236,NULL,220,135,254,NULL,247,297,2,59:02.2,1so2,1687
23602,2014/2/17,4,110000002,NULL,NULL,3150,NULL,3000,NULL,93,NULL,79,47,85,NULL,86,29,4,NULL,86,27,188,NULL,213,132,219,NULL,241,291,2,59:02.2,1co,1688
23603,2014/2/17,5,110000002,NULL,NULL,2800,NULL,3000,28,91,NULL,80,46,79,NULL,86,27,6.5,NULL,86,27,157,NULL,207,129,191,NULL,235,285,2,59:02.2,1o3,1689
23604,2014/2/17,6,110000002,NULL,NULL,2100,NULL,3000,21,75,NULL,80,NULL,66,NULL,85,22,9,NULL,86,27,62,NULL,197,124,135,NULL,227,277,2,59:02.2,1no2,1690
23605,2014/2/17,7,110000002,NULL,NULL,1800,NULL,3000,18,59,NULL,80,30,66,NULL,84,22,18,NULL,86,27,46,NULL,189,120,99,NULL,219,269,2,59:02.2,1,1691
23606,2014/2/17,8,110000002,NULL,NULL,2300,NULL,3000,23,61,NULL,80,31,55,NULL,84,19,16,NULL,86,27,112,NULL,182,116,118,NULL,211,261,2,59:02.2,1,1692
23607,2014/2/17,9,110000002,NULL,NULL,3800,NULL,3000,38,89,NULL,80,45,83,NULL,84,28,3,NULL,86,27,180,NULL,177,114,180,NULL,206,256,2,59:02.2,1,1693
23608,2014/2/17,10,110000002,NULL,NULL,3400,NULL,3000,34,81,NULL,80,41,91,NULL,83,31,2,NULL,86,27,149,NULL,170,110,172,NULL,198,248,2,59:02.2,1,1694
23609,2014/2/17,11,110000002,NULL,NULL,3000,NULL,3000,30,82,NULL,79,41,101,NULL,82,34,13,NULL,86,27,107,NULL,162,106,156,NULL,191,241,2,59:02.2,1,1695
